brand type,km,ownerno,oem,model,modelyear,price,registration year,insurance validity,fuel type,seats,transmission,year of manufacture,displacement,no of cylinder,values per cylinder,turbo charger,super charger,length,width,height,gear box,drive type,steering type,turning radius,tyre type,no door numbers,city
suv,40000,1,mahindra,mahindra xuv500,2015,800000,2015,third party,diesel,7,manual,2015,2179,4,4,yes,no,4585,1890,1785,6,fwd,power,5.6,tubeless,5,delhi
sedan,80000,1,toyota,toyota camry,2015,1425000,2015,third party,petrol,5,automatic,2015,2494,4,4,no,no,4850,1825,1480,6,fwd,power,5.5,tubeless radial,4,delhi
sedan,70000,1,toyota,toyota camry,2015,1425000,2015,third party,petrol,5,automatic,2015,2494,4,4,no,no,4850,1825,1480,6,fwd,power,5.5,tubeless radial,4,delhi
sedan,60000,1,honda,honda city,2016,660000,2017,comprehensive,petrol,5,manual,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,delhi
hatchback,60000,1,maruti,maruti wagon r,2009,150000,2009,third party,petrol,5,manual,2009,1061,3,4,no,no,3595,1475,1700,5,fwd,power,4.6,tubeless radial,4,delhi
muv,40000,1,maruti,maruti ertiga,2021,1100000,2021,third party,cng,7,manual,2021,1462,4,4,no,no,4395,1735,1690,5,fwd,power,5.2,tubeless radial,5,delhi
hatchback,80000,4,maruti,maruti celerio,2015,220000,2015,third party,diesel,5,manual,2015,793,2,4,no,no,3600,1600,1560,5,fwd,power,4.7,tubeless radial,5,delhi
suv,90000,1,ford,ford endeavour,2019,2800000,2019,comprehensive,diesel,7,automatic,2019,3198,4,4,yes,no,4892,1860,1837,6,4wd,power,5.22,tubeless radial,5,delhi
hatchback,71727,1,hyundai,hyundai grand i10 nios,2021,676000,2021,third party,cng,5,manual,2021,1197,4,4,no,no,3805,1680,1520,5,fwd,electric,5.02,tubeless radial,5,delhi
sedan,73000,1,mercedes-benz,mercedes-benz e-class,2013,1125000,2013,comprehensive,diesel,5,automatic,2013,2143,4,4,yes,no,4868,1854,1471,5,rwd with esp,power,5.6,tubeless radial,4,delhi
suv,85482,1,honda,honda wr-v,2017,686000,2017,third party,petrol,5,manual,2017,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,delhi
suv,54500,2,mercedes-benz,mercedes-benz gla,2016,2300000,2016,comprehensive,petrol,5,automatic,2016,1991,4,4,yes,no,4455,2022,1474,7,awd,power,5.92,tubeless radial,5,delhi
hatchback,60000,2,maruti,maruti celerio,2016,260000,2016,third party,cng,5,manual,2016,998,3,4,no,no,3600,1600,1560,5,fwd,power,4.7,tubeless radial,5,delhi
sedan,89581,1,hyundai,hyundai verna,2017,798000,2018,zero dep,petrol,5,manual,2017,1591,4,4,no,no,4375,1700,1475,5,fwd,power,5.2,tubeless,4,delhi
sedan,110000,2,skoda,skoda rapid,2014,275000,2014,third party,petrol,5,automatic,2014,1598,4,4,no,no,4386,1699,1466,6,fwd,power,5.3,tubeless radial,4,delhi
suv,79500,1,mercedes-benz,mercedes-benz gls,2016,4890000,2016,comprehensive,diesel,7,automatic,2016,2987,6,4,yes,no,5130,2141,1850,9,awd,power,6.59,tubeless radial,5,delhi
sedan,69164,2,toyota,toyota etios,2011,250000,2011,third party,petrol,5,manual,2011,1496,4,4,no,no,4160,1760,1585,5,fwd,power,5.34,tubeless radial,5,delhi
suv,28000,1,honda,honda cr-v,2016,1450000,2016,comprehensive,petrol,5,automatic,2016,1997,4,4,no,no,4545,1820,1685,5,fwd,power,5.9,tubeless radial,5,delhi
suv,66175,1,maruti,maruti vitara brezza,2018,787000,2018,comprehensive,diesel,5,manual,2018,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,delhi
suv,22000,2,porsche,porsche macan,2020,7500000,2020,comprehensive,petrol,5,automatic,2020,2894,6,4,yes,no,4726,2097,1624,7,awd,power,5.5,radial,5,delhi
sedan,47001,1,tata,tata tigor,2017,484999,2017,comprehensive,petrol,5,manual,2017,1199,3,4,no,no,3992,1677,1537,5,fwd,power,5.11,tubeless radial,4,delhi
suv,145000,1,toyota,toyota fortuner,2016,1714999,2016,comprehensive,diesel,7,automatic,2016,2755,4,4,yes,no,4795,1855,1835,6,4wd,power,5.8,tubeless radial,5,delhi
sedan,19000,1,mercedes-benz,mercedes-benz e-class,2021,6100000,2021,comprehensive,petrol,5,automatic,2021,1991,4,4,no,no,5075,2065,1495,9,rwd,electric,6.0,tubeless radial,4,delhi
sedan,43600,2,audi,audi a4,2015,1200000,2015,third party,diesel,5,automatic,2015,1968,4,4,yes,no,4701,2040,1427,8,fwd,power,5.8,tubeless radial,4,delhi
hatchback,63521,1,hyundai,hyundai grand i10,2016,425000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,delhi
sedan,18021,1,maruti,maruti swift dzire,2021,700000,2021,comprehensive,petrol,5,manual,2021,1197,4,4,no,no,3995,1735,1515,5,fwd,electric,4.8,tubeless radial,4,delhi
hatchback,90000,1,maruti,maruti wagon r,2008,61000,2008,third party,petrol,5,manual,2008,1061,4,4,no,no,3520,1475,1660,5,fwd,manual,4.6,tubeless radial,5,delhi
suv,38000,1,mercedes-benz,mercedes-benz g,2021,24500000,2021,comprehensive,diesel,5,automatic,2021,2925,6,4,yes,no,4606,1976,1969,9,awd,power,13.51,tubeless radial,5,delhi
hatchback,39076,1,ford,ford figo,2021,711000,2021,third party,petrol,5,manual,2021,1194,3,4,no,no,3941,1704,1525,5,fwd,electric,4.9,tubeless,5,delhi
suv,36000,1,mercedes-benz,mercedes-benz glc,2020,5250000,2020,comprehensive,petrol,5,automatic,2020,1991,4,4,no,no,4658,1890,1644,9,awd,power,6.59,tubeless radial,5,delhi
hatchback,106848,1,maruti,maruti celerio,2018,423000,2018,zero dep,cng,5,manual,2018,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.85,tubeless radial,5,delhi
muv,105000,1,toyota,toyota innova crysta,2017,1500000,2017,third party,diesel,7,manual,2017,2393,4,4,yes,no,4735,1830,1795,5,rwd,power,5.4,tubeless radial,5,delhi
convertibles,6500,2,mini,mini cooper convertible,2020,4450000,2020,third party,petrol,4,automatic,2020,1998,4,4,no,no,3850,1727,1415,7,2wd,power,6.0,runflat,2,delhi
hatchback,111237,2,hyundai,hyundai i10,2010,140000,2010,third party,petrol,5,manual,2010,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.02,tubeless radial,4,delhi
hatchback,70000,2,volkswagen,volkswagen polo,2018,715000,2018,third party,petrol,5,automatic,2018,1197,4,4,yes,no,3971,1682,1469,7,fwd,power,4.97,tubeless radial,5,delhi
suv,95000,2,volvo,volvo xc 90,2015,1075000,2015,comprehensive,diesel,7,automatic,2015,2400,5,4,yes,no,4807,2112,1784,6,awd,power,5.8,tubeless radial,5,delhi
suv,13278,1,nissan,nissan magnite,2022,836999,2022,comprehensive,petrol,5,manual,2022,999,3,4,no,no,3994,1758,1572,5,fwd,electronic,5.0,tubeless radial,5,delhi
suv,35000,2,mahindra,mahindra thar,2022,1650000,2022,third party,diesel,4,automatic,2022,2184,4,4,yes,no,3985,1855,1844,6,4x4,power,5.47,tubeless radial,3,delhi
suv,12255,1,nissan,nissan magnite,2022,894000,2022,third party,petrol,5,manual,2022,999,3,4,yes,no,3994,1758,1572,5,fwd,electronic,5.0,tubeless radial,5,delhi
suv,68000,1,mercedes-benz,mercedes-benz gls,2017,6250000,2017,comprehensive,petrol,7,automatic,2017,2996,6,4,yes,no,5130,2141,1850,9,awd,power,12.4,tubeless radial,5,delhi
suv,67000,1,tata,tata hexa,2019,950000,2019,third party,diesel,7,manual,2019,2179,4,4,yes,no,4788,1900,1785,6,awd,power,5.75,tubeless radial,5,delhi
hatchback,37000,1,maruti,maruti baleno,2019,650000,2019,comprehensive,diesel,5,manual,2019,1248,4,4,yes,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
sedan,8000,1,mercedes-benz,mercedes-benz c-class,2020,4399000,2020,comprehensive,petrol,5,automatic,2020,1950,4,4,yes,no,4686,2020,1442,9,rwd,power,5.61,tubeless radial,4,delhi
suv,54000,1,maruti,maruti sx4 s cross,2017,595000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,4300,1785,1595,5,fwd,power,5.2,tubeless radial,5,delhi
sedan,120000,1,honda,honda city,2014,499000,2014,third party,diesel,5,manual,2014,1498,4,4,yes,no,4440,1695,1495,6,fwd,power,5.3,tubeless radial,4,delhi
sedan,70000,2,maruti,maruti swift dzire,2010,150000,2010,third party,petrol,5,manual,2010,1298,4,4,no,no,4160,1690,1530,5,2wd,power,4.7,tubeless radial,4,delhi
suv,17000,1,mercedes-benz,mercedes-benz glc,2022,6300000,2022,comprehensive,petrol,5,automatic,2022,1991,4,4,no,no,4658,1890,1644,9,awd,power,6.59,tubeless radial,5,delhi
suv,45000,1,mercedes-benz,mercedes-benz gls,2016,5200000,2016,comprehensive,diesel,7,automatic,2016,2987,6,4,yes,no,5130,2141,1850,9,awd,power,12.4,tubeless radial,5,delhi
hatchback,19717,1,maruti,maruti celerio,2018,459000,2018,third party,petrol,5,manual,2018,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.85,tubeless radial,5,delhi
sedan,20000,1,bmw,bmw 3 series gran limousine,2021,5190000,2021,comprehensive,petrol,5,automatic,2021,1998,4,4,twin,no,4819,1827,1441,8,rwd,electrical,5.71,tubeless runflat,4,delhi
hatchback,35495,1,maruti,maruti alto k10,2017,332000,2017,third party,petrol,5,manual,2017,998,3,4,no,no,3530,1490,1520,5,fwd,power,4.5,tubeless radial,5,delhi
suv,25000,2,mercedes-benz,mercedes-benz gla class,2016,2190000,2016,comprehensive,petrol,5,automatic,2016,1991,4,4,yes,no,4417,1804,1494,7,awd,power,5.92,tubeless radial,5,delhi
suv,27401,1,jeep,jeep compass,2018,1550000,2018,third party,petrol,5,automatic,2018,1368,4,4,yes,no,4395,1818,1640,7,4x2,power,5.48,tubeless radial,5,delhi
hatchback,15981,1,maruti,maruti s-presso,2019,426999,2019,comprehensive,petrol,5,manual,2019,998,3,4,no,no,3565,1520,1567,5,fwd,power,4.5,tubeless radial,5,delhi
suv,7500,1,mg,mg hector,2022,1900000,2022,comprehensive,petrol,5,automatic,2022,1451,4,4,yes,no,4655,1835,1760,8,fwd,power,5.48,tubeless radial,5,delhi
sedan,6300,1,audi,audi a4,2022,4200000,2022,comprehensive,petrol,5,automatic,2022,1998,4,4,yes,no,4762,1847,1433,7,fwd,electric,6.19,tubeless radial,4,delhi
hatchback,73052,1,hyundai,hyundai i10,2011,183000,2011,third party,petrol,5,manual,2011,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.02,tubeless radial,4,delhi
sedan,61000,1,honda,honda city,2014,571000,2014,comprehensive,petrol,5,automatic,2014,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,delhi
suv,15036,1,tata,tata punch,2021,806000,2021,third party,petrol,5,manual,2021,1199,3,4,no,no,3827,1742,1615,5,fwd,electric,5.11,tubeless radial,5,delhi
sedan,94000,1,bmw,bmw 5 series,2015,1700000,2015,comprehensive,diesel,5,automatic,2015,1995,4,4,turbo,no,4963,2126,1497,8,fwd,electric,5.71,radial,4,delhi
sedan,39000,1,hyundai,hyundai xcent,2018,525000,2018,third party,petrol,5,manual,2018,1197,4,4,no,no,3995,1660,1520,5,fwd,power,4.7,tubeless,4,delhi
suv,90000,3,mahindra,mahindra kuv 100,2016,250000,2016,third party,petrol,6,manual,2016,1198,3,4,no,no,3675,1705,1635,5,fwd,power,5.05,tubeless radial,5,delhi
hatchback,90000,1,skoda,skoda fabia,2011,120000,2011,third party,petrol,5,manual,2011,1198,3,4,no,no,4000,1642,1522,5,2wd,power,4.9,tubeless radial,5,delhi
suv,44000,2,mercedes-benz,mercedes-benz gls,2017,5550000,2017,third party,diesel,7,automatic,2017,2987,6,4,yes,no,5130,2141,1850,9,awd,power,12.4,tubeless radial,5,delhi
hatchback,120000,2,maruti,maruti wagon r,2006,60000,2006,third party,petrol,5,manual,2006,998,3,4,no,no,3595,1475,1700,5,fwd,power,4.6,tubeless radial,4,delhi
hatchback,30000,1,renault,renault kwid,2018,265000,2018,third party,petrol,5,manual,2018,799,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,delhi
suv,4900,1,volvo,volvo xc60,2021,6150000,2021,comprehensive,petrol,5,automatic,2021,1969,5,4,yes,no,4708,1902,1653,8,awd,power,5.8,tubeless radial,5,delhi
hatchback,36000,2,mini,mini cooper,2015,1975000,2015,comprehensive,petrol,5,automatic,2015,1598,4,2,yes,no,4097,1789,1561,6,fwd,power,6.0,tubeless radial,4,delhi
hatchback,4975,1,maruti,maruti ignis,2022,519000,2022,comprehensive,petrol,5,manual,2022,1197,4,4,no,no,3700,1690,1595,5,fwd,electric,4.7,tubeless radial,5,delhi
hatchback,48000,2,maruti,maruti alto 800,2014,249000,2014,comprehensive,cng,5,manual,2014,796,3,4,no,no,3395,1490,1475,5,fwd,power,4.6,tubeless,5,delhi
muv,36758,1,renault,renault triber,2021,558000,2021,third party,petrol,7,manual,2021,999,3,4,no,no,3991,1739,1643,5,fwd,electric,4.98,tubeless radial,5,delhi
sedan,3500,1,bmw,bmw 3 series gran limousine,2022,5590000,2022,comprehensive,petrol,5,automatic,2022,1998,4,4,twin,no,4819,1827,1441,8,rwd,electrical,5.71,tubeless runflat,4,delhi
suv,10000,1,renault,renault kiger,2022,1025000,2022,third party,petrol,5,automatic,2022,999,3,4,yes,no,3991,1750,1605,c,fwd,electric,4.98,tubeless radial,5,delhi
suv,61882,1,nissan,nissan magnite,2021,698000,2021,comprehensive,petrol,5,manual,2021,999,3,4,no,no,3994,1758,1572,5,fwd,electronic,5.0,tubeless radial,5,delhi
hatchback,66000,1,volkswagen,volkswagen polo,2011,275000,2011,comprehensive,petrol,5,manual,2011,1198,3,4,no,no,3970,1682,1453,5,2wd,power,4.97,tubeless radial,5,delhi
suv,46000,1,land rover,land rover discovery sport,2018,3950000,2018,comprehensive,petrol,7,automatic,2018,1997,4,4,yes,no,4600,2173,1690,9,4wd,power,5.8,tubeless,5,delhi
hatchback,6088,1,maruti,maruti ignis,2021,524000,2021,comprehensive,petrol,5,manual,2021,1197,4,4,no,no,3700,1690,1595,5,fwd,electric,4.7,tubeless radial,5,delhi
hatchback,23000,1,hyundai,hyundai i20,2018,675000,2018,comprehensive,petrol,5,automatic,2018,1197,4,4,no,no,3985,1734,1505,5,fwd,power,5.2,tubeless,5,delhi
hatchback,41732,1,maruti,maruti baleno,2018,546000,2018,zero dep,petrol,5,manual,2018,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
sedan,55000,2,bmw,bmw 5 series,2018,3685000,2018,comprehensive,diesel,5,automatic,2018,1995,4,4,yes,no,4936,2126,1466,8,rwd,power,5.6,runflat,4,delhi
suv,51000,1,maruti,maruti vitara brezza,2019,775000,2019,comprehensive,diesel,5,manual,2019,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,delhi
hatchback,38000,1,hyundai,hyundai eon,2015,245000,2015,comprehensive,petrol,5,manual,2015,814,3,3,no,no,3495,1550,1500,5,fwd,power,4.6,tubeless,5,delhi
suv,60000,1,mahindra,mahindra xuv500,2016,1000000,2016,third party,diesel,7,manual,2016,2179,4,4,yes,no,4585,1890,1785,6,fwd,power,5.6,tubeless,5,delhi
suv,75000,1,mercedes-benz,mercedes-benz gle,2016,3090000,2016,comprehensive,diesel,5,automatic,2016,2143,4,4,yes,no,4819,2141,1796,9,awd,power,5.9,tubeless radial,5,delhi
suv,92000,3,audi,audi q5,2014,1300000,2014,comprehensive,diesel,5,automatic,2014,1968,4,4,yes,no,4629,2089,1655,7,awd,power,5.8,tubeless radial,5,delhi
hatchback,90000,3,honda,honda jazz,2009,95000,2009,third party,petrol,5,manual,2009,1198,4,4,no,no,3900,1695,1535,f,2wd,power,5.06,tubeless radial,5,delhi
suv,92000,2,audi,audi q5,2013,1300000,2013,comprehensive,diesel,5,automatic,2013,1968,4,4,yes,no,4629,2089,1655,7,awd,power,5.8,tubeless radial,5,delhi
hatchback,49010,1,hyundai,hyundai i20,2019,595000,2019,third party,petrol,5,manual,2019,1197,4,4,no,no,3985,1734,1505,5,fwd,power,5.2,tubeless,5,delhi
hatchback,26089,1,maruti,maruti baleno,2019,592000,2019,third party,petrol,5,manual,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
suv,54000,1,mahindra,mahindra scorpio,2014,520000,2014,third party,diesel,7,manual,2014,2179,4,4,yes,no,4456,1820,1995,5,rwd,power,5.4,tubeless radial,5,delhi
hatchback,37302,1,maruti,maruti alto k10,2018,352000,2018,comprehensive,petrol,5,manual,2018,998,3,4,no,no,3530,1490,1520,5,fwd,power,4.5,tubeless radial,5,delhi
sedan,42000,2,mercedes-benz,mercedes-benz cla,2018,2550000,2018,comprehensive,diesel,5,automatic,2018,2143,4,4,yes,no,4630,1777,1432,7,fwd,power,5.5,tubeless radial,4,delhi
hatchback,37000,1,maruti,maruti baleno,2021,890000,2021,comprehensive,petrol,5,automatic,2021,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,delhi
hatchback,36483,1,maruti,maruti alto 800,2015,258000,2015,third party,petrol,5,manual,2015,796,3,4,no,no,3445,1515,1475,5,fwd,manual,4.6,tubeless,5,delhi
sedan,62000,1,hyundai,hyundai elantra,2015,775000,2015,comprehensive,petrol,5,automatic,2015,1999,4,4,no,no,4570,1800,1465,6,fwd,power,5.02,tubeless radial,4,delhi
suv,38010,1,hyundai,hyundai creta,2019,1095000,2019,third party,petrol,5,manual,2019,1591,4,4,no,no,4270,1780,1665,6,fwd,power,5.3,tubeless,5,delhi
hatchback,35123,2,maruti,maruti celerio,2018,475000,2018,comprehensive,petrol,5,automatic,2018,998,3,4,no,no,3695,1600,1560,5,fwd,power,4.7,tubeless radial,5,delhi
sedan,43000,1,honda,honda city,2016,800000,2016,comprehensive,petrol,5,automatic,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,delhi
suv,25154,2,ford,ford ecosport,2019,738000,2019,third party,diesel,5,manual,2019,1498,4,4,yes,no,3998,1765,1647,5,fwd,power,5.3,tubeless radial,4,delhi
sedan,10000,1,bmw,bmw 5 series,2020,5600000,2020,comprehensive,diesel,5,automatic,2020,1995,4,4,twin,no,4936,2126,1466,8,rwd,power,5.6,tubeless runflat,4,delhi
suv,30600,2,tata,tata harrier,2021,1850000,2021,comprehensive,diesel,5,automatic,2021,1956,4,4,yes,no,4598,1894,1706,6,fwd,power,5.11,tubeless radial,5,delhi
suv,55000,1,hyundai,hyundai venue,2020,775000,2020,third party,petrol,5,manual,2020,1197,4,4,no,no,3995,1770,1605,5,fwd,electric,5.02,radial,5,delhi
suv,14500,2,mahindra,mahindra thar,2021,1550000,2021,comprehensive,petrol,4,automatic,2021,1997,4,4,yes,no,3985,1855,1844,6,rwd,power,5.47,tubeless radial,3,delhi
suv,80000,2,mercedes-benz,mercedes-benz gls,2017,4950000,2017,comprehensive,diesel,7,automatic,2017,2987,6,4,yes,no,5130,2141,1850,9,awd,power,12.4,tubeless radial,5,delhi
sedan,76000,1,hyundai,hyundai elantra,2013,575000,2013,comprehensive,petrol,5,automatic,2013,1797,4,4,no,no,4530,1775,1470,6,fwd,power,5.3,tubeless radial,4,delhi
sedan,58000,1,honda,honda amaze,2018,675000,2018,third party,petrol,5,automatic,2018,1199,4,4,no,no,3995,1695,1501,c,fwd,electric,4.7,tubeless radial,4,delhi
suv,34000,1,kia,kia seltos,2020,1650000,2020,third party,petrol,5,automatic,2020,1353,4,4,yes,no,4315,1800,1645,7,2wd,power,5.48,tubeless radial,5,delhi
suv,25000,1,audi,audi q7,2019,6675000,2019,third party,diesel,7,automatic,2019,2967,4,4,yes,no,5052,2212,1740,8,awd,power,6.2,tubeless radial,5,delhi
hatchback,25367,1,maruti,maruti baleno,2017,568000,2017,comprehensive,petrol,5,manual,2017,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
sedan,29000,1,mercedes-benz,mercedes-benz cla,2016,2350000,2016,comprehensive,petrol,5,automatic,2016,1991,4,4,yes,no,4630,1777,1432,7,fwd,power,5.5,tubeless radial,4,delhi
hatchback,27240,1,maruti,maruti baleno,2017,548000,2017,third party,petrol,5,manual,2017,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
sedan,55000,1,mercedes-benz,mercedes-benz s-class,2015,5150000,2015,comprehensive,petrol,5,automatic,2015,4663,8,4,yes,no,5246,2130,1494,7,rwd,power,6.15,tubeless radial,4,delhi
suv,28000,1,hyundai,hyundai creta,2020,1150000,2020,comprehensive,diesel,5,manual,2020,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,5.02,tubeless radial,5,delhi
hatchback,20755,2,maruti,maruti baleno,2016,503000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,delhi
,10500,1,toyota,toyota vellfire,2023,11900000,2023,comprehensive,petrol,7,automatic,2023,2487,4,4,no,no,5010,1850,1950,c,fwd,electric,5.9,tubeless radial,4,delhi
suv,3500,1,mercedes-benz,mercedes-benz amg g 63,2023,41500000,2023,comprehensive,petrol,5,automatic,2023,3982,8,4,yes,no,4160,1760,1585,s,4wd,power,13.51,radial,5,delhi
hatchback,56722,1,maruti,maruti swift,2014,379000,2014,comprehensive,petrol,5,manual,2014,1197,4,4,no,no,3840,1735,1530,5,fwd,power,4.85,tubeless,5,delhi
suv,81000,2,honda,honda cr-v,2013,925000,2013,third party,petrol,5,automatic,2013,2354,4,4,no,no,4575,1820,1680,5,awd,power,5.9,tubeless radial,5,delhi
hatchback,55566,1,maruti,maruti a-star,2011,197000,2011,comprehensive,petrol,5,manual,2011,998,3,4,no,no,3500,1600,1490,5,fwd,power,4.5,tubeless radial,5,delhi
sedan,5500,1,audi,audi a6,2020,4825000,2020,third party,petrol,5,automatic,2020,1984,4,4,yes,no,4939,2110,1470,7,fwd,power,5.95,tubeless radial,4,delhi
suv,4000,1,hyundai,hyundai creta,2023,1775000,2023,comprehensive,diesel,5,manual,2023,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,5.02,tubeless radial,5,delhi
sedan,950,1,hyundai,hyundai verna,2023,1650000,2023,comprehensive,petrol,5,automatic,2023,1482,4,4,yes,no,4535,1765,1475,7,fwd,electric,5.02,radial,4,delhi
suv,71000,1,mahindra,mahindra bolero power plus,2017,540000,2017,third party,diesel,7,manual,2017,1493,4,4,yes,no,3995,1745,1880,5,rwd,power,5.8,tubeless radial,5,delhi
muv,28000,1,toyota,toyota innova crysta,2019,1839999,2019,third party,diesel,8,manual,2019,2393,7,4,yes,no,4735,1830,1795,5,rwd,power,5.4,tubeless radial,5,delhi
sedan,35000,1,hyundai,hyundai verna,2018,885000,2018,comprehensive,petrol,5,manual,2018,1591,4,4,no,no,4440,1729,1475,6,fwd,power,5.2,tubeless,4,delhi
suv,80000,1,jeep,jeep compass,2020,1800000,2020,third party,petrol,5,automatic,2020,1368,4,4,yes,no,4395,1818,1640,7,4x2,power,5.48,tubeless radial,5,delhi
sedan,60000,2,maruti,maruti ciaz,2016,600000,2016,third party,petrol,5,automatic,2016,1373,4,4,no,no,4490,1730,1485,4,fwd,power,5.4,tubeless radial,4,delhi
suv,12710,1,mahindra,mahindra xuv300,2021,965000,2021,third party,petrol,5,manual,2021,1197,3,4,yes,no,3995,1821,1627,6,fwd,power,5.3,tubeless radial,5,delhi
hatchback,64694,1,maruti,maruti wagon r,2011,208000,2011,comprehensive,petrol,5,manual,2011,998,3,4,no,no,3595,1495,1700,5,fwd,power,4.6,tubeless radial,4,delhi
sedan,67510,2,bmw,bmw 3 series,2019,2650000,2019,comprehensive,diesel,5,automatic,2019,1995,4,4,yes,no,4824,1811,1429,8,rwd,power,5.5,tubeless radial,4,delhi
hatchback,21867,1,hyundai,hyundai grand i10,2018,528000,2018,comprehensive,petrol,5,manual,2018,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,delhi
